Name,Points,Year,Position,Number,School,REC,YDS,TDS
Brody Koch,0.0,SO,RB/LB,#5,Calamus-Wheatland,0.0,0.0,0.0
Luke Rohling,0.0,SR,FB/LB,#16,Calamus-Wheatland,0.0,0.0,0.0
Austin Boege,0.0,SO,RB/LB,#22,Collins-Maxwell,0.0,0.0,0.0
Wyatt Oswald,0.0,JR,QB/LB,#10,Coon Rapids-Bayard,0.0,0.0,0.0
Caden Oswald,0.0,FR,RB/DB,#6,Coon Rapids-Bayard,0.0,0.0,0.0
Degin Dixson,0.0,SR,QB/CB,#3,Mormon Trail,0.0,0.0,0.0
Austin Gehring,0.0,SR,WR/DB,#4,Gladbrook-Reinbeck,0.0,0.0,0.0
Trypp Roszell,0.0,JR,WR/DB,#18,Gladbrook-Reinbeck,0.0,0.0,0.0
Anthony Knaack,0.0,FR,WR/LB,#47,Gladbrook-Reinbeck,0.0,0.0,0.0
Brayden Utter,0.0,FR,WR/LB,#17,Gladbrook-Reinbeck,0.0,0.0,0.0
Ben Lantz,1.8,SR,OG/DE,#85,Boyer Valley,1.0,8.0,0.0
Cooper Petersen,0.0,JR,DE/OG,#33,Boyer Valley,0.0,0.0,0.0
Wiatt Schulte,0.0,SO,DL/OL,#89,Boyer Valley,0.0,0.0,0.0
Brody Koski,0.0,FR,QB/LB,#7,Boyer Valley,0.0,0.0,0.0
Eli Schmidt,0.0,SR,RB/S,#3,Clarksville,0.0,0.0,0.0
Kale Doeppke,0.0,SR,WR/DB,#5,Central Elkader,0.0,0.0,0.0
Dominic Graap,0.0,SR,WR/DB,#19,Lone Tree,0.0,0.0,0.0
Brody Magruder,0.0,JR,TE/DL,#26,Lone Tree,0.0,0.0,0.0
Ledger Dalton,0.0,SO,WR/DB,#5,Dunkerton,0.0,0.0,0.0
Jacob Snyder,0.0,SR,OL/DL,#52,Dunkerton,0.0,0.0,0.0
Biar Biar,0.0,JR,OG/DL,#65,Siouxland Christian,0.0,0.0,0.0
Bennett Pfister,0.0,SO,WR/DB,#29,Siouxland Christian,0.0,0.0,0.0
Edde Gonzalez,0.0,SR,RB/LB,#1,West Central,0.0,0.0,0.0
Drake Puls,0.0,SO,WR/DB,#21,West Central,0.0,0.0,0.0
Trenton Rodas,5.3,JR,TE/DE,#14,West Central,1.0,43.0,0.0
Brogyn Greensky,0.0,SR,QB/LB,#4,North Iowa,0.0,0.0,0.0
Kael Caikoski,0.0,SR,RB/LB,#22,Melcher-Dallas,0.0,0.0,0.0
Colton Cox,0.0,FR,RB/DB,#33,Melcher-Dallas,0.0,0.0,0.0
Rocky Johnson,0.0,FR,RB/DB,#15,Melcher-Dallas,0.0,0.0,0.0
Kenny Criswell,0.0,SR,WR/DB,#9,Montezuma,0.0,0.0,0.0
Joe Koehler,0.0,SR,FB/DE,#24,Rockford,0.0,0.0,0.0
Corbin Harris,0.0,JR,WR/S,#23,Rockford,0.0,0.0,0.0
Shane Helmick,0.0,SR,QB/DE,#12,Moravia,0.0,0.0,0.0
William Kok,0.0,SO,WR/DB,#22,Moravia,0.0,0.0,0.0
Isaac Messamaker,0.0,JR,FB/LB,#25,Moravia,0.0,0.0,0.0
Niles Reichenbach,0.0,SO,RB/DB,#24,WACO,0.0,0.0,0.0
Jamison Ewing,10.8,SO,WR/CB,#8,Southeast Warren,1.0,38.0,1.0
Brenden Wheeler,2.0,JR,RB/LB,#17,Southeast Warren,1.0,10.0,0.0
Ray Payberg,1.8,FR,WR/DB,#1,Southeast Warren,1.0,8.0,0.0
Isaiah Malm,0.0,JR,S/WR,#24,GTRA,0.0,0.0,0.0
Kenny Ness,0.0,SO,LB/WR,#6,GTRA,0.0,0.0,0.0
Cade Tentinger,0.0,JR,RB/DB,#5,Remsen St. Mary's,0.0,0.0,0.0
Brady Wurth,0.0,JR,LB/WR,#11,Remsen St. Mary's,0.0,0.0,0.0
Mark Bower,0.0,JR,RB/DB,#25,Colo-Nesco,0.0,0.0,0.0
Hunter Hardin,0.0,JR,RB/LB,#36,Colo-Nesco,0.0,0.0,0.0
Mason McKinney,0.0,JR,OL/DE,#62,Colo-Nesco,0.0,0.0,0.0
Ben Ryan,0.0,SR,TE/DE,#17,Colo-Nesco,0.0,0.0,0.0
Gannon Short,0.0,JR,RB/DB,#11,Colo-Nesco,0.0,0.0,0.0
Kael Johnson,0.0,SR,LB/OG,#4,Winfield-Mt Union,0.0,0.0,0.0
Carter Hassebroek,0.0,JR,WR/DB,#8,Iowa Valley,0.0,0.0,0.0
Joe Freund,0.0,SO,RB/LB,#6,Woodbine,0.0,0.0,0.0
Brenden Wagner,0.0,SO,TE/LB,#16,Woodbine,0.0,0.0,0.0
Brayden Chester,0.0,JR,RB/LB,#34,CAM,0.0,0.0,0.0
Reagan Richardson,0.0,FR,RB,#22,Riceville,0.0,0.0,0.0
Dominic McClain,0.0,JR,WR/DB,#7,St. Edmond,0.0,0.0,0.0
Sam Myer,0.0,JR,LB/RB,#33,St. Edmond,0.0,0.0,0.0
Gabe Meaney,0.0,JR,TE/DE,#16,Janesville,0.0,0.0,0.0
Talan Pletz,0.0,SO,RB/LB,#5,Janesville,0.0,0.0,0.0
Kahl Shanahan,0.0,JR,TE/LB,#24,Springville,0.0,0.0,0.0
Carter Battin,0.0,SO,WR,#2,Edgewood-Colesburg,0.0,0.0,0.0
Nathan Findlay,0.0,SO,RB/LB,#10,BGM,0.0,0.0,0.0
Beckett Rhoads,0.0,SO,WR/DB,#1,BGM,0.0,0.0,0.0
Tucker Wright,0.0,JR,RB/DB,#6,BGM,0.0,0.0,0.0
Benjy Trainer,0.0,SR,TE/LB,#4,Bishop Garrigan,0.0,0.0,0.0
Israel Lemley,0.0,FR,WR/DB,#25,New London,0.0,0.0,0.0
Michael Raines,0.0,SR,TE/LB,#26,New London,0.0,0.0,0.0
Corbin Jacobs-Jewell,0.0,JR,TE/DE,#10,New London,0.0,0.0,0.0
Brady Lewis,2.6,SR,WR/S,#7,West Harrison/Whiting Hawkeyes,1.0,16.0,0.0
Ethan Klemesrud,0.0,FR,,#28,GMG,0.0,0.0,0.0
Landon Stonewall,0.0,FR,,#18,GMG,0.0,0.0,0.0
LaDarius Albright,0.0,JR,TE/LB,#9,Sidney,0.0,0.0,0.0
Tate Mount,0.0,SO,QB/DB,#2,Sidney,0.0,0.0,0.0
Drew Wagner,0.0,SR,TE/DL,#98,Waterloo Christian,0.0,0.0,0.0
Nolan Birdsall,0.0,,,,West Harrison,,,
Jamison Martin,0.0,,,,West Harrison,,,
Cole Bethune,0.0,,,,West Harrison,,,
Clay Westphal,0.0,,,,West Harrison,,,
Mason McIntosh,0.0,,,,West Harrison,,,
Carson Hopkins,0.0,,,,West Harrison,,,
Brady Lewis,0.0,,,,West Harrison,,,
